playerId,gamesPlayed,playerDetails.givenName,playerDetails.surname,playerDetails.age,playerDetails.heightCm,playerDetails.weightKg,playerDetails.jumperNumber,playerDetails.kickingFoot,playerDetails.stateOfOrigin,playerDetails.draftYear,playerDetails.debutYear,playerDetails.recruitedFrom,playerDetails.draftPosition,playerDetails.draftType,playerDetails.position,playerDetails.bio,playerDetails.aflAwards,playerDetails.photoURL,playerDetails.dateOfBirth,team.teamId,team.teamAbbr,team.teamName,team.teamNickname,totals.matchesPlayed,totals.timeOnGroundPercentage,totals.behinds,totals.bounces,totals.centreBounceAttendances,totals.centreClearances,totals.clangers,totals.contestDefLosses,totals.contestDefLossPercentage,totals.contestDefOneOnOnes,totals.contestedMarks,totals.contestedPossessionRate,totals.contestedPossessions,totals.contestOffOneOnOnes,totals.contestOffWins,totals.contestOffWinsPercentage,totals.defHalfPressureActs,totals.disposalEfficiency,totals.disposals,totals.dreamTeamPoints,totals.effectiveDisposals,totals.effectiveKicks,totals.f50GroundBallGets,totals.freesAgainst,totals.freesFor,totals.goalAccuracy,totals.goalAssists,totals.goals,totals.groundBallGets,totals.handballs,totals.hitouts,totals.hitoutsToAdvantage,totals.hitoutToAdvantageRate,totals.hitoutWinPercentage,totals.inside50s,totals.interceptMarks,totals.intercepts,totals.kickEfficiency,totals.kickins,totals.kickinsPlayon,totals.kicks,totals.kickToHandballRatio,totals.marks,totals.marksInside50,totals.marksOnLead,totals.metresGained,totals.onePercenters,totals.pressureActs,totals.ranking,totals.ratingPoints,totals.rebound50s,totals.ruckContests,totals.scoreInvolvements,totals.scoreLaunches,totals.shotsAtGoal,totals.spoils,totals.stoppageClearances,totals.tackles,totals.tacklesInside50,totals.totalClearances,totals.totalPossessions,totals.turnovers,totals.uncontestedPossessions,averages.matchesPlayed,averages.timeOnGroundPercentage,averages.behinds,averages.bounces,averages.centreBounceAttendances,averages.centreClearances,averages.clangers,averages.contestDefLosses,averages.contestDefLossPercentage,averages.contestDefOneOnOnes,averages.contestedMarks,averages.contestedPossessionRate,averages.contestedPossessions,averages.contestOffOneOnOnes,averages.contestOffWins,averages.contestOffWinsPercentage,averages.defHalfPressureActs,averages.disposalEfficiency,averages.disposals,averages.dreamTeamPoints,averages.effectiveDisposals,averages.effectiveKicks,averages.f50GroundBallGets,averages.freesAgainst,averages.freesFor,averages.goalAccuracy,averages.goalAssists,averages.goals,averages.groundBallGets,averages.handballs,averages.hitouts,averages.hitoutsToAdvantage,averages.hitoutToAdvantageRate,averages.hitoutWinPercentage,averages.inside50s,averages.interceptMarks,averages.intercepts,averages.kickEfficiency,averages.kickins,averages.kickinsPlayon,averages.kicks,averages.kickToHandballRatio,averages.marks,averages.marksInside50,averages.marksOnLead,averages.metresGained,averages.onePercenters,averages.pressureActs,averages.ratingPoints,averages.rebound50s,averages.ruckContests,averages.scoreInvolvements,averages.scoreLaunches,averages.shotsAtGoal,averages.spoils,averages.stoppageClearances,averages.tackles,averages.tacklesInside50,averages.totalClearances,averages.totalPossessions,averages.turnovers,averages.uncontestedPossessions
CD_I1004819,7.0,Jed,McEntee,21,176,78,41,RIGHT,SA,2021,2021,Mitcham (SA)/Sturt (SANFL),13.0,other,MEDIUM_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1004819.png?i10c=img.resize(scale_height:0.6),15/02/2001,CD_T110,PORT,Port Adelaide,Power,7.0,53.6,4.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,37.8,17.0,3.0,0.0,0.0,14.0,56.8,44.0,201.0,25.0,5.0,7.0,3.0,2.0,14.3,0.0,1.0,13.0,25.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,26.3,0.0,0.0,19.0,0.8,9.0,2.0,0.0,510.0,6.0,70.0,659.0,11.7,2.0,0.0,16.0,3.0,7.0,4.0,1.0,16.0,7.0,1.0,45.0,10.0,28.0,7.0,53.6,0.6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,37.8,2.4,0.4,0.0,0.0,2.0,56.8,6.3,28.7,3.6,0.7,1.0,0.4,0.3,14.3,0.0,0.1,1.9,3.6,0.0,0.0,0.0,0.0,0.7,0.0,0.9,26.3,0.0,0.0,2.7,0.8,1.3,0.3,0.0,73.0,0.9,10.0,10.7,0.3,0.0,2.3,0.4,1.0,0.6,0.1,2.3,1.0,0.1,6.4,1.4,4.0
CD_I1004848,9.0,Dylan,Stephens,21,184,78,3,LEFT,SA,2019,2020,Red Cliffs (Vic)/Walkerville (SA)/St Peter&apos;s Coll (SA)/Norwood (SANFL),5.0,nationalDraft,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1004848.png?i10c=img.resize(scale_height:0.6),08/01/2001,CD_T160,SYD,Sydney Swans,Swans,9.0,76.3,0.0,1.0,0.0,0.0,29.0,3.0,60.0,5.0,0.0,36.0,54.0,1.0,0.0,0.0,69.0,66.9,145.0,599.0,97.0,67.0,6.0,14.0,6.0,75.0,3.0,3.0,42.0,42.0,0.0,0.0,0.0,0.0,24.0,4.0,35.0,65.0,0.0,0.0,103.0,2.5,40.0,1.0,1.0,2692.0,13.0,112.0,537.0,75.3,12.0,0.0,28.0,12.0,4.0,4.0,14.0,26.0,0.0,14.0,150.0,33.0,96.0,9.0,76.3,0.0,0.1,0.0,0.0,3.2,0.3,60.0,0.6,0.0,36.0,6.0,0.1,0.0,0.0,7.7,66.9,16.1,66.6,10.8,7.4,0.7,1.6,0.7,75.0,0.3,0.3,4.7,4.7,0.0,0.0,0.0,0.0,2.7,0.4,3.9,65.0,0.0,0.0,11.4,2.5,4.4,0.1,0.1,299.2,1.4,12.4,75.3,1.3,0.0,3.1,1.3,0.4,0.4,1.6,2.9,0.0,1.6,16.7,3.7,10.7
CD_I1004850,0.0,Luke,Valente,22,186,85,29,RIGHT,SA,2018,,Walkerville (SA)/Rostrevor College (SA)/Norwood (SANFL),32.0,nationalDraft,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1004850.png?i10c=img.resize(scale_height:0.6),08/05/2000,CD_T60,FRE,Fremantle,Freo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD_I1004863,14.0,Mitchell,Hinge,24,189,91,20,LEFT,SA,2020,2019,Mundulla (SA)/Glenelg (SANFL)/Brisbane,,other,MEDIUM_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1004863.png?i10c=img.resize(scale_height:0.6),26/06/1998,CD_T10,ADEL,Adelaide Crows,Crows,14.0,78.5,1.0,0.0,0.0,2.0,39.0,6.0,40.0,15.0,0.0,34.6,66.0,1.0,0.0,0.0,115.0,78.2,202.0,822.0,158.0,98.0,2.0,13.0,8.0,50.0,3.0,2.0,55.0,72.0,0.0,0.0,0.0,0.0,36.0,18.0,72.0,75.4,12.0,10.0,130.0,1.8,54.0,0.0,0.0,3784.0,33.0,172.0,453.0,121.2,34.0,0.0,33.0,11.0,4.0,25.0,11.0,36.0,1.0,13.0,191.0,31.0,125.0,14.0,78.5,0.1,0.0,0.0,0.1,2.8,0.4,40.0,1.1,0.0,34.6,4.7,0.1,0.0,0.0,8.2,78.2,14.4,58.7,11.3,7.0,0.1,0.9,0.6,50.0,0.2,0.1,3.9,5.1,0.0,0.0,0.0,0.0,2.6,1.3,5.1,75.4,12.0,10.0,9.3,1.8,3.9,0.0,0.0,270.3,2.4,12.3,121.2,2.4,0.0,2.4,0.8,0.3,1.8,0.8,2.6,0.1,0.9,13.6,2.2,8.9
CD_I1004870,16.0,Zach,Guthrie,24,187,84,39,RIGHT,VIC,2016,2017,Sunbury (Vic)/Calder U18,33.0,rookieElevation,MEDIUM_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1004870.png?i10c=img.resize(scale_height:0.6),30/06/1998,CD_T70,GEEL,Geelong Cats,Cats,16.0,80.0,2.0,2.0,0.0,0.0,35.0,9.0,39.1,23.0,11.0,27.0,65.0,1.0,1.0,100.0,110.0,77.2,241.0,1079.0,186.0,129.0,1.0,11.0,16.0,57.1,5.0,4.0,39.0,71.0,0.0,0.0,0.0,0.0,35.0,23.0,71.0,75.9,2.0,2.0,170.0,2.4,94.0,1.0,0.0,4827.0,31.0,173.0,389.0,163.3,41.0,0.0,54.0,15.0,7.0,25.0,3.0,34.0,0.0,3.0,241.0,51.0,176.0,16.0,80.0,0.1,0.1,0.0,0.0,2.2,0.6,39.1,1.4,0.7,27.0,4.1,0.1,0.1,100.0,6.9,77.2,15.1,67.4,11.6,8.1,0.1,0.7,1.0,57.1,0.3,0.3,2.4,4.4,0.0,0.0,0.0,0.0,2.2,1.4,4.4,75.9,2.0,2.0,10.6,2.4,5.9,0.1,0.0,301.7,1.9,10.8,152.2,2.6,0.0,3.4,0.9,0.4,1.6,0.2,2.1,0.0,0.2,15.1,3.2,11.0
CD_I1004880,7.0,Ben,Ronke,24,183,80,25,RIGHT,VIC,2016,2018,St Bernard&apos;s (Vic)/Calder U18,17.0,rookieElevation,MEDIUM_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1004880.png?i10c=img.resize(scale_height:0.6),18/12/1997,CD_T160,SYD,Sydney Swans,Swans,7.0,58.9,5.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0,47.1,33.0,6.0,3.0,50.0,24.0,72.2,72.0,318.0,52.0,30.0,10.0,2.0,4.0,50.0,4.0,6.0,28.0,29.0,0.0,0.0,0.0,0.0,14.0,0.0,6.0,69.8,0.0,0.0,43.0,1.5,16.0,5.0,3.0,1102.0,3.0,65.0,584.0,46.3,2.0,0.0,27.0,1.0,12.0,1.0,0.0,11.0,4.0,0.0,70.0,14.0,37.0,7.0,58.9,0.7,0.0,0.0,0.0,1.3,0.0,0.0,0.1,0.1,47.1,4.7,0.9,0.4,50.0,3.4,72.2,10.3,45.4,7.4,4.3,1.4,0.3,0.6,50.0,0.6,0.9,4.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0,0.9,69.8,0.0,0.0,6.1,1.5,2.3,0.7,0.4,157.5,0.4,9.3,46.3,0.3,0.0,3.9,0.1,1.7,0.1,0.0,1.6,0.6,0.0,10.0,2.0,5.3
CD_I1004894,9.0,Aiden,Bonar,23,188,87,16,RIGHT,VIC,2017,2018,Seaford (Vic)/Haileybury College (Vic)/Dandenong U18/GWS,11.0,nationalDraft,KEY_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1004894.png?i10c=img.resize(scale_height:0.6),08/03/1999,CD_T100,NMFC,North Melbourne,Kangaroos,9.0,62.5,0.0,2.0,0.0,0.0,15.0,6.0,33.3,18.0,0.0,28.2,20.0,1.0,0.0,0.0,38.0,77.5,71.0,254.0,55.0,26.0,0.0,7.0,2.0,0.0,0.0,0.0,16.0,33.0,0.0,0.0,0.0,0.0,3.0,2.0,21.0,68.4,1.0,0.0,38.0,1.2,15.0,0.0,0.0,880.0,36.0,48.0,478.0,108.0,17.0,0.0,7.0,2.0,0.0,29.0,3.0,12.0,0.0,3.0,71.0,7.0,51.0,9.0,62.5,0.0,0.2,0.0,0.0,1.7,0.7,33.3,2.0,0.0,28.2,2.2,0.1,0.0,0.0,4.2,77.5,7.9,28.2,6.1,2.9,0.0,0.8,0.2,0.0,0.0,0.0,1.8,3.7,0.0,0.0,0.0,0.0,0.3,0.2,2.3,68.4,1.0,0.0,4.2,1.2,1.7,0.0,0.0,97.8,4.0,5.3,108.0,1.9,0.0,0.8,0.2,0.0,3.2,0.3,1.3,0.0,0.3,7.9,0.8,5.7
CD_I1004909,17.0,Lachie,Young,23,189,81,17,RIGHT,VIC,2020,2019,Mt Eliza (Vic)/Peninsula Gram (Vic)/Dande U18/Frankston (VFL)/WB,,other,MEDIUM_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1004909.png?i10c=img.resize(scale_height:0.6),06/04/1999,CD_T100,NMFC,North Melbourne,Kangaroos,17.0,84.6,1.0,6.0,0.0,0.0,45.0,4.0,22.2,18.0,4.0,30.1,72.0,0.0,0.0,0.0,120.0,81.6,245.0,1038.0,200.0,126.0,1.0,21.0,19.0,33.3,2.0,1.0,42.0,77.0,0.0,0.0,0.0,0.0,27.0,17.0,70.0,75.0,18.0,15.0,168.0,2.2,83.0,0.0,4.0,5007.0,75.0,166.0,369.0,173.6,66.0,0.0,26.0,5.0,3.0,61.0,6.0,42.0,1.0,6.0,239.0,50.0,167.0,17.0,84.6,0.1,0.4,0.0,0.0,2.6,0.2,22.2,1.1,0.2,30.1,4.2,0.0,0.0,0.0,7.1,81.6,14.4,61.1,11.8,7.4,0.1,1.2,1.1,33.3,0.1,0.1,2.5,4.5,0.0,0.0,0.0,0.0,1.6,1.0,4.1,75.0,18.0,15.0,9.9,2.2,4.9,0.0,0.2,294.5,4.4,9.8,173.6,3.9,0.0,1.5,0.3,0.2,3.6,0.4,2.5,0.1,0.4,14.1,2.9,9.8
CD_I1004912,18.0,Tom,De Koning,23,203,101,12,LEFT,VIC,2017,2018,Mt Martha (Vic)/Padua College (Vic)/Dandenong U18,30.0,nationalDraft,RUCK,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1004912.png?i10c=img.resize(scale_height:0.6),16/07/1999,CD_T30,CARL,Carlton,Blues,18.0,79.2,6.0,0.0,334.0,16.0,46.0,5.0,29.4,17.0,27.0,63.7,128.0,21.0,5.0,23.8,88.0,59.7,201.0,1132.0,120.0,62.0,4.0,20.0,24.0,33.3,3.0,4.0,55.0,86.0,304.0,110.0,36.2,32.0,40.0,18.0,40.0,53.9,0.0,0.0,115.0,1.3,47.0,6.0,4.0,2608.0,55.0,176.0,253.0,257.6,12.0,949.0,76.0,38.0,12.0,40.0,31.0,44.0,4.0,47.0,201.0,36.0,73.0,18.0,79.2,0.3,0.0,334.0,0.9,2.6,0.3,29.4,0.9,1.5,63.7,7.1,1.2,0.3,23.8,4.9,59.7,11.2,62.9,6.7,3.4,0.2,1.1,1.3,33.3,0.2,0.2,3.1,4.8,16.9,6.1,36.2,32.0,2.2,1.0,2.2,53.9,0.0,0.0,6.4,1.3,2.6,0.3,0.2,144.9,3.1,9.8,257.6,0.7,52.7,4.2,2.1,0.7,2.2,1.7,2.4,0.2,2.6,11.2,2.0,4.1
CD_I1004938,17.0,Gryan,Miers,23,179,81,32,RIGHT,VIC,2017,2019,Grovedale (Vic)/Geelong U18,57.0,nationalDraft,MEDIUM_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1004938.png?i10c=img.resize(scale_height:0.6),30/03/1999,CD_T70,GEEL,Geelong Cats,Cats,17.0,74.9,12.0,0.0,0.0,1.0,41.0,0.0,0.0,0.0,2.0,31.0,75.0,11.0,1.0,9.1,73.0,70.1,241.0,998.0,169.0,82.0,17.0,9.0,10.0,30.8,11.0,8.0,61.0,108.0,0.0,0.0,0.0,0.0,38.0,1.0,30.0,61.7,0.0,0.0,133.0,1.2,60.0,9.0,7.0,3385.0,8.0,278.0,313.0,215.2,7.0,0.0,86.0,11.0,26.0,3.0,6.0,40.0,13.0,7.0,242.0,44.0,167.0,17.0,74.9,0.7,0.0,0.0,0.1,2.4,0.0,0.0,0.0,0.1,31.0,4.4,0.6,0.1,9.1,4.3,70.1,14.2,58.7,9.9,4.8,1.0,0.5,0.6,30.8,0.6,0.5,3.6,6.4,0.0,0.0,0.0,0.0,2.2,0.1,1.8,61.7,0.0,0.0,7.8,1.2,3.5,0.5,0.4,199.1,0.5,16.4,209.4,0.4,0.0,5.1,0.6,1.5,0.2,0.4,2.4,0.8,0.4,14.2,2.6,9.8
CD_I1004940,0.0,Sam,Simpson,24,183,75,37,RIGHT,VIC,2016,2017,"St Joseph&apos;s, Geel (Vic)/St Joseph&apos;s College, Geel (Vic)/Geel U18",53.0,rookieElevation,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1004940.png?i10c=img.resize(scale_height:0.6),14/06/1998,CD_T70,GEEL,Geelong Cats,Cats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD_I1004948,7.0,Cooper,Stephens,21,188,86,12,RIGHT,VIC,2019,2022,Colac (Vic)/Geelong U18,16.0,nationalDraft,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1004948.png?i10c=img.resize(scale_height:0.6),17/01/2001,CD_T70,GEEL,Geelong Cats,Cats,7.0,43.2,0.0,0.0,38.0,4.0,12.0,0.0,0.0,0.0,0.0,39.0,30.0,1.0,0.0,0.0,28.0,71.1,76.0,259.0,54.0,24.0,4.0,6.0,3.0,0.0,3.0,0.0,25.0,40.0,0.0,0.0,0.0,0.0,12.0,0.0,7.0,66.7,0.0,0.0,36.0,0.9,14.0,1.0,0.0,742.0,1.0,57.0,639.0,19.4,7.0,0.0,19.0,4.0,0.0,1.0,10.0,11.0,1.0,14.0,77.0,9.0,47.0,7.0,43.2,0.0,0.0,38.0,0.6,1.7,0.0,0.0,0.0,0.0,39.0,4.3,0.1,0.0,0.0,4.0,71.1,10.9,37.0,7.7,3.4,0.6,0.9,0.4,0.0,0.4,0.0,3.6,5.7,0.0,0.0,0.0,0.0,1.7,0.0,1.0,66.7,0.0,0.0,5.1,0.9,2.0,0.1,0.0,106.1,0.1,8.1,19.4,1.0,0.0,2.7,0.6,0.0,0.1,1.4,1.6,0.1,2.0,11.0,1.3,6.7
CD_I1004965,12.0,Tristan,Xerri,23,201,99,38,RIGHT,VIC,2017,2020,Caroline Springs (Vic)/Western U18,72.0,nationalDraft,RUCK,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1004965.png?i10c=img.resize(scale_height:0.6),15/03/1999,CD_T100,NMFC,North Melbourne,Kangaroos,12.0,75.1,2.0,0.0,169.0,12.0,38.0,2.0,25.0,8.0,6.0,63.6,75.0,25.0,3.0,12.0,72.0,68.3,120.0,796.0,82.0,29.0,5.0,17.0,14.0,71.4,3.0,5.0,39.0,70.0,262.0,74.0,28.2,43.2,13.0,9.0,19.0,58.0,0.0,0.0,50.0,0.7,27.0,6.0,2.0,1418.0,24.0,133.0,460.0,120.1,6.0,606.0,30.0,18.0,7.0,19.0,17.0,42.0,1.0,29.0,118.0,20.0,43.0,12.0,75.1,0.2,0.0,169.0,1.0,3.2,0.2,25.0,0.7,0.5,63.6,6.3,2.1,0.3,12.0,6.0,68.3,10.0,66.3,6.8,2.4,0.4,1.4,1.2,71.4,0.3,0.4,3.3,5.8,21.8,6.2,28.2,43.2,1.1,0.8,1.6,58.0,0.0,0.0,4.2,0.7,2.3,0.5,0.2,118.2,2.0,11.1,120.1,0.5,50.5,2.5,1.5,0.6,1.6,1.4,3.5,0.1,2.4,9.8,1.7,3.6
CD_I1004985,18.0,Ben,Paton,23,186,81,33,RIGHT,VIC,2017,2018,Mitta United (Vic)/North Albury (NSW)/Murray U18,46.0,nationalDraft,MEDIUM_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1004985.png?i10c=img.resize(scale_height:0.6),19/10/1998,CD_T130,STK,St Kilda,Saints,18.0,80.3,0.0,8.0,0.0,0.0,40.0,2.0,10.0,20.0,2.0,33.0,87.0,0.0,0.0,0.0,130.0,77.5,267.0,1055.0,207.0,116.0,1.0,14.0,9.0,0.0,2.0,0.0,76.0,107.0,0.0,0.0,0.0,0.0,30.0,17.0,89.0,72.5,7.0,7.0,160.0,1.5,78.0,0.0,2.0,4096.0,28.0,179.0,470.0,113.8,41.0,0.0,45.0,13.0,1.0,22.0,5.0,40.0,0.0,5.0,264.0,53.0,177.0,18.0,80.3,0.0,0.4,0.0,0.0,2.2,0.1,10.0,1.1,0.1,33.0,4.8,0.0,0.0,0.0,7.2,77.5,14.8,58.6,11.5,6.4,0.1,0.8,0.5,0.0,0.1,0.0,4.2,5.9,0.0,0.0,0.0,0.0,1.7,0.9,4.9,72.5,7.0,7.0,8.9,1.5,4.3,0.0,0.1,227.6,1.6,9.9,104.5,2.3,0.0,2.5,0.7,0.1,1.2,0.3,2.2,0.0,0.3,14.7,2.9,9.8
CD_I1004995,16.0,Jordon,Butts,22,198,97,41,RIGHT,VIC,2018,2020,Shepparton Bears (Vic)/Murray U18,39.0,rookieElevation,KEY_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1004995.png?i10c=img.resize(scale_height:0.6),31/12/1999,CD_T10,ADEL,Adelaide Crows,Crows,16.0,87.9,0.0,0.0,0.0,0.0,19.0,21.0,30.0,70.0,8.0,41.7,63.0,0.0,0.0,0.0,52.0,85.0,153.0,586.0,130.0,77.0,0.0,10.0,10.0,0.0,0.0,0.0,42.0,66.0,0.0,0.0,0.0,0.0,5.0,28.0,91.0,88.5,0.0,0.0,87.0,1.3,55.0,0.0,0.0,2242.0,94.0,62.0,294.0,226.2,34.0,0.0,14.0,7.0,0.0,88.0,1.0,12.0,0.0,1.0,151.0,30.0,88.0,16.0,87.9,0.0,0.0,0.0,0.0,1.2,1.3,30.0,4.4,0.5,41.7,3.9,0.0,0.0,0.0,3.3,85.0,9.6,36.6,8.1,4.8,0.0,0.6,0.6,0.0,0.0,0.0,2.6,4.1,0.0,0.0,0.0,0.0,0.3,1.8,5.7,88.5,0.0,0.0,5.4,1.3,3.4,0.0,0.0,140.2,5.9,3.9,226.2,2.1,0.0,0.9,0.4,0.0,5.5,0.1,0.8,0.0,0.1,9.4,1.9,5.5
CD_I1004998,19.0,Todd,Marshall,23,198,92,4,RIGHT,VIC,2016,2017,Deniliquin Rams (NSW)/Murray U18,16.0,nationalDraft,KEY_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1004998.png?i10c=img.resize(scale_height:0.6),08/10/1998,CD_T110,PORT,Port Adelaide,Power,19.0,87.2,13.0,0.0,10.0,0.0,38.0,0.0,0.0,2.0,24.0,41.8,82.0,75.0,20.0,26.7,44.0,67.3,196.0,1279.0,132.0,106.0,19.0,6.0,13.0,62.9,7.0,39.0,39.0,33.0,16.0,4.0,25.0,15.2,34.0,5.0,15.0,65.0,0.0,0.0,163.0,4.9,98.0,49.0,25.0,3617.0,36.0,200.0,182.0,304.1,5.0,105.0,90.0,7.0,62.0,24.0,4.0,43.0,24.0,4.0,196.0,46.0,114.0,19.0,87.2,0.7,0.0,10.0,0.0,2.0,0.0,0.0,0.1,1.3,41.8,4.3,3.9,1.1,26.7,2.3,67.3,10.3,67.3,6.9,5.6,1.0,0.3,0.7,62.9,0.4,2.1,2.1,1.7,0.8,0.2,25.0,15.2,1.8,0.3,0.8,65.0,0.0,0.0,8.6,4.9,5.2,2.6,1.3,190.4,1.9,10.5,304.6,0.3,5.5,4.7,0.4,3.3,1.3,0.2,2.3,1.3,0.2,10.3,2.4,6.0
CD_I1005000,7.0,Laitham,Vandermeer,23,181,79,23,RIGHT,VIC,2018,2020,Mooroopna (Vic)/Murray U18,37.0,nationalDraft,MEDIUM_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1005000.png?i10c=img.resize(scale_height:0.6),03/02/1999,CD_T140,WB,Western Bulldogs,Bulldogs,7.0,69.3,3.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,43.2,35.0,5.0,2.0,40.0,18.0,72.2,79.0,337.0,57.0,22.0,11.0,2.0,5.0,44.4,6.0,4.0,28.0,42.0,0.0,0.0,0.0,0.0,19.0,0.0,7.0,59.5,0.0,0.0,37.0,0.9,20.0,4.0,9.0,1108.0,3.0,92.0,489.0,102.5,3.0,0.0,28.0,3.0,9.0,1.0,3.0,14.0,4.0,3.0,81.0,19.0,46.0,7.0,69.3,0.4,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,43.2,5.0,0.7,0.3,40.0,2.6,72.2,11.3,48.1,8.1,3.1,1.6,0.3,0.7,44.4,0.9,0.6,4.0,6.0,0.0,0.0,0.0,0.0,2.7,0.0,1.0,59.5,0.0,0.0,5.3,0.9,2.9,0.6,1.3,158.4,0.4,13.1,91.1,0.4,0.0,4.0,0.4,1.3,0.1,0.4,2.0,0.6,0.4,11.6,2.7,6.6
